ID;Round;Direction;Authors;Year;Title;Journal;Source Type;Keywords;Relevance;Included;Notes;DOI
375;Round 1;Backward;Munshi, Mehra & Choudhury;2021;LexRank Algorithm: Application in Emails and Comparative Analysis;International Journal of New Technologies and Research;Unknown;LexRank, NLP, Text Summarization;Pending;No;"Fails: NLP algorithm; no core RQ concepts";N/A
376;Round 1;Backward;Zalwert;2021;LexRank Algorithm Explained: A Step-by-Step Tutorial with Examples;Medium/Towards Data Science;Not indexed;LexRank, NLP, Algorithm;Pending;No;"Fails: NLP algorithm; no core RQ concepts";N/A
377;Round 1;Backward;Scholl & Rodríguez Bolívar;2019;Regulation as both enabler of technology use and global competitive tool: The Gibraltar case;Government Information Quarterly;SSCI/SCI;Regulation, Technology, E-Government;Pending;No;"Fails: regulation and e-government; no blockchain/decentralization (C1)";N/A
378;Round 1;Backward;Vrabie & Dumitrascu;2018;Smart Cities: De la Idee la Implementare;Universul Academic;Not indexed;Smart Cities, Implementation;Pending;No;"Fails: smart cities book (grey literature); not peer-reviewed journal";N/A
379;Round 1;Backward;Timan, Veenstra & Bodea;2021;Artificial Intelligence and Public Services;European Parliament;Not indexed;AI, Public Services;Pending;No;"Fails: AI public services; no blockchain/decentralization (C1) and sustainability-as-stability absent";N/A
380;Round 1;Backward;Wu, Wang, Qing & Li;2021;Reinforced Transformer with Cross-Lingual Distillation for Cross-Lingual Aspect Sentiment Classification;Electronics;SSCI/SCI;NLP, Sentiment Analysis, Transformer;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
381;Round 1;Backward;Mehr;2017;Artificial Intelligence for Citizen Services and Government;Harvard Ash Center;Not indexed;AI, Citizen Services, Government;Pending;No;"Fails: AI public services; no blockchain/decentralization (C1) and sustainability-as-stability absent";N/A
382;Round 1;Backward;Reshi et al.;2022;COVID-19 Vaccination-Related Sentiments Analysis: A Case Study Using Worldwide Twitter Dataset;Healthcare;SSCI/SCI;Sentiment Analysis, COVID-19, Twitter;Pending;No;"Fails: sentiment analysis / COVID / human rights; no core RQ concepts";N/A
383;Round 1;Backward;Alabrah et al.;2022;Gulf Countries' Citizens' Acceptance of COVID-19 Vaccines—A Machine Learning Approach;Mathematics;SSCI/SCI;Machine Learning, COVID-19, Vaccines;Pending;No;"Fails: sentiment analysis / COVID / human rights; no core RQ concepts";N/A
384;Round 1;Backward;Zschirnt;2021;Justice for All in the Americas? A Quantitative Analysis of Admissibility Decisions in the Inter-American Human Rights System;Laws;Unknown;Human Rights, Quantitative Analysis;Pending;No;"Fails: sentiment analysis / COVID / human rights; no core RQ concepts";N/A
385;Round 1;Backward;Kleinberg;1999;Authoritative Sources in a Hyperlinked Environment;Journal of the ACM;SSCI/SCI;Hyperlinks, Authority, Hubs, Algorithm;Pending;No;"Fails: hyperlink authority / semantic e-government; no blockchain/decentralization or sustainability-as-stability";N/A
386;Round 1;Backward;Hreno, Bednar, Furdik & Sabol;2011;Integration of Government Services using Semantic Technologies;Journal of Theoretical and Applied Electronic Commerce Research;Unknown;E-Government, Semantic Technologies, Interoperability;Pending;No;"Fails: hyperlink authority / semantic e-government; no blockchain/decentralization or sustainability-as-stability";N/A
387;Round 1;Backward;Piaggesi;2021;Hyper Connectivity as a Tool for the Development of the Majority;International Journal of Hyperconnectivity and the Internet of Things;Unknown;Hyperconnectivity, E-Government 3.0, Development;Pending;No;"Fails: hyperconnectivity e-government; no blockchain/decentralization (C1)";N/A
388;Round 1;Backward;Verma;2022;Sentiment analysis of public services for smart society: Literature review and future research directions;Government Information Quarterly;SSCI/SCI;Sentiment Analysis, Public Services, Smart Society;Pending;No;"Fails: sentiment analysis/NLP/AI; no core RQ concepts";10.1016/j.giq.2022.101708
389;Round 1;Backward;Chui, Harrysson, Manyika, Roberts, Chung, Nel & Heteren;2018;Applying Artificial Intelligence for Social Good;McKinsey Global Institute;Not indexed;AI, Social Good, Technology;Pending;No;"Fails: sentiment analysis/NLP/AI; no core RQ concepts";N/A
390;Round 1;Backward;Madan & Ashok;2023;AI adoption and diffusion in public administration: A systematic literature review and future research agenda;Government Information Quarterly;SSCI/SCI;AI Adoption, Public Administration, Systematic Review;Pending;No;"Fails: AI adoption public administration; no blockchain/decentralization and sustainability-as-stability absent";10.1016/j.giq.2023.101774
391;Round 1;Backward;Ahn & Chen;2022;Digital transformation toward AI-augmented public administration: The perception of government employees and the willingness to use AI in government;Government Information Quarterly;SSCI/SCI;AI, Public Administration, Digital Transformation;Pending;No;"Fails: AI-augmented public administration digital transformation; no blockchain/decentralization and sustainability-as-stability absent";10.1016/j.giq.2022.101664
392;Round 1;Backward;Kumari, Agarwal & Mittal;2021;A Deep Neural Network Model for Cross-Domain Sentiment Analysis;International Journal of Information Systems and Model Design;Unknown;Deep Learning, Sentiment Analysis, NLP;Pending;No;"Fails: sentiment analysis/NLP/AI; no core RQ concepts";N/A
393;Round 1;Backward;Lu, Hu & Xue;2022;Dual-Word Embedding Model Considering Syntactic Information for Cross-Domain Sentiment Classification;Mathematics;SSCI/SCI;Word Embedding, Sentiment Classification, NLP;Pending;No;"Fails: sentiment analysis/NLP/AI; no core RQ concepts";10.3390/math10244704
394;Round 1;Backward;Yu, Lu, Cai & Xue;2022;A KGE Based Knowledge Enhancing Method for Aspect-Level Sentiment Classification;Mathematics;SSCI/SCI;Knowledge Graph, Sentiment Classification, NLP;Pending;No;"Fails: sentiment analysis/NLP/AI; no core RQ concepts";10.3390/math10213908
395;Round 1;Backward;Eom & Lee;2022;Digital government transformation in turbulent times: Responses, challenges, and future direction;Government Information Quarterly;SSCI/SCI;Digital Government, Transformation, Challenges;Pending;No;"Fails: digital government transformation; no blockchain/decentralization (C1)";10.1016/j.giq.2022.101690
396;Round 1;Backward;Zankova;2021;Smart societies, gender and the 2030 spotlight—Are we prepared;SCRD Journal;Unknown;Smart Society, Gender, Sustainable Development;Pending;No;"Fails: smart society gender SDG; no blockchain/decentralization (C1)";N/A
397;Round 1;Backward;Chui, Roberts & Yee;2022;Generative AI is Here: How Tools Like ChatGPT Could Change Your Business;McKinsey & Company;Not indexed;Generative AI, ChatGPT, Business;Pending;No;"Fails: generative AI/ChatGPT/cloud tools; no core RQ concepts";N/A
398;Round 1;Backward;Ng;2018;AI Is the New Electricity;O'Reilly Media;Not indexed;AI, Technology, Innovation;Pending;No;"Fails: generative AI/ChatGPT/cloud tools; no core RQ concepts";N/A
399;Round 1;Backward;Google;2023;Google Colaboratory;Google;Not indexed;Machine Learning, Python, Cloud Computing;Pending;No;"Fails: generative AI/ChatGPT/cloud tools; no core RQ concepts";N/A
400;Round 1;Backward;Google Research;2020;BERT;GitHub/Google Research;Not indexed;NLP, BERT, Text Analysis;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
401;Round 1;Backward;Silipo & Melcher;2019;Text Encoding: A Review;Towards Data Science;Not indexed;Text Encoding, NLP, Index-Based Encoding;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
402;Round 1;Backward;Kameni, Flambeau, Tsopze & Tchuente;2021;Explainable Deep Neural Network for Skills Prediction from Resumes;ResearchGate;Unknown;Deep Learning, NLP, Skills Prediction;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
403;Round 1;Backward;DreamQuark;2019;TabNet: Attentive Interpretable Tabular Learning;arXiv;Not indexed;TabNet, Machine Learning, Tabular Data;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";arXiv:1908.07442
404;Round 1;Backward;TensorFlow;2023;Deep Playground;GitHub/TensorFlow;Not indexed;Neural Networks, Visualization, TensorFlow;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
405;Round 1;Backward;Brynjolfsson & McAfee;2017;The business of artificial intelligence;Harvard Business Review;Unknown;AI, Business, Automation;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
406;Round 1;Backward;Davenport & Ronanki;2018;Artificial intelligence for the real world;Harvard Business Review;Unknown;AI, Real World Applications, Business;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
407;Round 1;Backward;Schrage;2018;The key to winning with AI: Improve your workflow—Not your algorithm;MIT Sloan Management Review;Unknown;AI, Workflow, Algorithm;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
408;Round 1;Backward;Vrabie;2022;Smart-EDU Hub;Smart Cities International Conference (SCIC);Not indexed;Smart Cities, Education, E-Government;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
409;Round 1;Backward;OpenAI;2022;Introducing ChatGPT;OpenAI;Not indexed;ChatGPT, NLP, Generative AI;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
410;Round 1;Backward;Sutskever;2023;Fireside Chat with Ilya Sutskever and Jensen Huang: AI Today and Vision of the Future;Stanford University;Not indexed;AI, Deep Learning, Future of AI;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
411;Round 1;Backward;Akyurek, Schuurmans, Andreas, Ma & Zhou;2022;What learning algorithm is in-context learning? Investigations with linear models;arXiv;Not indexed;In-Context Learning, Machine Learning, Linear Models;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";arXiv:2211.15661
412;Round 1;Backward;Flender;2022;Deploying Your Machine Learning Model Is Just the Beginning;Towards Data Science;Not indexed;Machine Learning, Deployment, Precision, Recall;Pending;No;"Fails: NLP/ML technical paper; no core RQ concepts";N/A
413;Round 1;Backward;Alcott;2005;Jevons' paradox;Ecological Economics;SSCI/SCI;Jevons Paradox, Efficiency, Resource Use;Pending;No;"Fails: Jevons paradox/energy efficiency; sustainability is ecological/energy and no digital transformation or decentralization";N/A
414;Round 1;Backward;Sorrell;2009;Jevons' Paradox revisited: The evidence for backfire from improved energy efficiency;Energy Policy;SSCI/SCI;Jevons Paradox, Energy Efficiency, Rebound Effect;Pending;No;"Fails: Jevons paradox/energy efficiency; sustainability is ecological/energy and no digital transformation or decentralization";N/A
415;Round 1;Backward;Fich, Viola & Bentsen;2022;Jevons Paradox: Sustainable Development Goals and Energy Rebound in Complex Economic Systems;Energies;SSCI/SCI;Jevons Paradox, Sustainable Development, Energy;Pending;No;"Fails: Jevons paradox/energy efficiency; sustainability is ecological/energy and no digital transformation or decentralization";N/A
416;Round 1;Backward;OpenAI;2023;GPT-4 Is OpenAI's Most Advanced System, Producing Safer and More Useful Responses;OpenAI;Not indexed;GPT-4, NLP, Generative AI;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
417;Round 1;Backward;Barnhart;2019;The Importance of Social Media Sentiment Analysis (and How to Conduct It);Sprout Social;Not indexed;Social Media, Sentiment Analysis;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
418;Round 1;Backward;Dabhade;2021;Conducting Social Media Sentiment Analysis: A Working Example;Express Analytics;Not indexed;Social Media, Sentiment Analysis;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
419;Round 1;Backward;LeaveBoard;2023;Zile Lucratoare 2022;LeaveBoard;Not indexed;Working Days, Romania;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
420;Round 1;Backward;Ilyas, Santurkar, Tsipras, Engstrom, Tran & Madry;2019;Adversarial Examples Are Not Bugs, They Are Features;NeurIPS 2019;Not indexed;Adversarial Examples, Machine Learning, AI Robustness;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
421;Round 1;Backward;Neagu, Rus, Grec, Boroianu, Bogdan & Gal;2022;Towards Sentiment Analysis for Romanian Twitter Content;Algorithms;SSCI/SCI;Sentiment Analysis, Romanian Language, Twitter;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
422;Round 1;Backward;Cioban;2021;Cross-Domain Sentiment Analysis of the Natural Romanian Language;Springer Link;Not indexed;Sentiment Analysis, Romanian Language, NLP;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
423;Round 1;Backward;Keras;2023;ResNet and ResNetV2;Keras Documentation;Not indexed;ResNet, Deep Learning, Neural Networks;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
424;Round 1;Backward;Sazzed & Jayarathna;2021;SSentiA: A Self-supervised Sentiment Analyzer for classification from unlabeled data;Machine Learning with Applications;Unknown;Sentiment Analysis, Self-Supervised Learning, NLP;Pending;No;"Fails: NLP/sentiment analysis/AI tools; no core RQ concepts";N/A
